"","bandnum_index","bander_index","day_index","age_index","state_index","mean_mintemp_prev5_scaled","PCA_weight_scaled","interval","survived"
"41",3,45,11,1,11,-0.65659033087719,0.814508517261762,1,1
"42",3,45,12,1,11,-0.891619287878669,0.814508517261762,1,1
"43",3,45,13,1,11,-0.89282477016848,0.814508517261762,1,1
"44",3,45,14,1,11,-0.987361432339235,0.814508517261762,1,1
"45",3,45,15,1,11,-1.13449926294859,0.814508517261762,1,1
"46",4,45,1,2,11,-0.310043540454679,0.966979343128761,1,1
"47",4,45,2,2,11,-0.444708871394207,0.966979343128761,1,1
"48",4,45,3,2,11,-0.611785173967899,0.966979343128761,1,1
"49",4,45,4,2,11,-0.892549737472815,0.966979343128761,1,1
"50",4,45,5,2,11,-0.897609406758818,0.966979343128761,1,1
"51",4,45,6,2,11,-1.10444145241225,0.966979343128761,1,1
"52",4,45,7,2,11,-1.38620732139223,0.966979343128761,1,1
"53",4,45,8,2,11,-1.27321363455683,0.966979343128761,1,1
"54",4,45,9,2,11,-0.919768651201368,0.966979343128761,1,1
"55",4,45,10,2,11,-0.896904577206539,0.966979343128761,1,1
"56",4,45,11,2,11,-0.770233840725731,0.966979343128761,1,1
"57",4,45,12,2,11,-0.372613012561224,0.966979343128761,1,1
"58",4,45,13,2,11,-0.329488818195265,0.966979343128761,1,1
"59",4,45,14,2,11,-0.0533830288606368,0.966979343128761,1,1
"60",4,45,15,2,11,-0.0613766910051344,0.966979343128761,1,1
"61",5,45,1,2,11,-0.310043540454679,-0.721581744599423,1,1
"62",5,45,2,2,11,-0.444708871394207,-0.721581744599423,1,1
"63",5,45,3,2,11,-0.611785173967899,-0.721581744599423,1,1
"64",5,45,4,2,11,-0.892549737472815,-0.721581744599423,1,1
"65",5,45,5,2,11,-0.897609406758818,-0.721581744599423,1,1
"66",5,45,6,2,11,-1.10752181860369,-0.721581744599423,1,1
"67",5,45,7,2,11,-1.38928768758367,-0.721581744599423,1,1
"68",5,45,8,2,11,-1.27629400074827,-0.721581744599423,1,1
"69",5,45,9,2,11,-0.922849017392809,-0.721581744599423,1,1
"70",5,45,10,2,11,-0.928248981370058,-0.721581744599423,1,1
"71",5,45,11,2,11,-0.819304335203377,-0.721581744599423,1,1
"72",5,45,12,2,11,-0.418215298130831,-0.721581744599423,1,1
"73",5,45,13,2,11,-0.342094638798921,-0.721581744599423,1,1
"74",5,45,14,2,11,-0.058231995132334,-0.721581744599423,1,1
"75",5,45,15,2,11,-0.0587783312667724,-0.721581744599423,1,1
"76",6,45,1,1,11,-0.310043540454679,1.33772366823351,1,1
"77",6,45,2,1,11,-0.444708871394207,1.33772366823351,1,1
"78",6,45,3,1,11,-0.595844465390033,1.33772366823351,1,1
"79",6,45,4,1,11,-0.803358965054399,1.33772366823351,1,1
"80",6,45,5,1,11,-0.808418634340402,1.33772366823351,1,1
"81",6,45,6,1,11,-1.01698105519096,1.33772366823351,1,1
"82",6,45,7,1,11,-1.30068613775393,1.33772366823351,1,1
"83",6,45,8,1,11,-1.2036331594964,1.33772366823351,1,1
"84",6,45,9,1,11,-0.923438239981487,1.33772366823351,1,1
"85",6,45,10,1,11,-0.900574165986658,1.33772366823351,1,1
"86",6,45,11,1,11,-0.789124391503875,1.33772366823351,1,1
"87",6,45,12,1,11,-0.389564349756379,1.33772366823351,1,1
"88",6,45,13,1,11,-0.346440155390419,1.33772366823351,1,1
"89",6,45,14,1,11,-0.0703343660557913,1.33772366823351,1,1
"90",6,45,15,1,11,-0.0783280282002889,1.33772366823351,1,1
"91",7,25,1,2,11,-1.0171684503497,1.61873966159446,1,1
"92",7,25,2,2,11,-0.699910311229894,1.61873966159446,1,1
"93",7,25,3,2,11,-0.683027965287211,1.61873966159446,1,1
"94",7,25,4,2,11,-0.624782566545044,1.61873966159446,1,1
"95",7,25,5,2,11,-0.340939501477131,1.61873966159446,1,1
"96",7,25,6,2,11,-0.278891193021014,1.61873966159446,1,1
"97",7,25,7,2,11,0.0181040287849942,1.61873966159446,1,1
"98",7,25,8,2,11,-0.00412793616691723,1.61873966159446,1,1
"99",7,25,9,2,11,0.0395789545881616,1.61873966159446,1,1
"100",7,25,10,2,11,0.0527945086933929,1.61873966159446,1,1
"101",7,25,11,2,11,0.205763032450833,1.61873966159446,1,1
"102",7,25,12,2,11,-0.0074311254575581,1.61873966159446,1,1
"103",7,25,13,2,11,0.396769044175775,1.61873966159446,1,1
"104",7,25,14,2,11,0.901175278767441,1.61873966159446,1,1
"105",7,25,15,2,11,1.0430846912165,1.61873966159446,1,1
"106",8,45,1,1,11,0.0925996644269273,-0.693670065508347,1,1
"107",8,45,2,1,11,0.106198399677644,-0.693670065508347,1,1
"108",8,45,3,1,11,0.182342366865118,-0.693670065508347,1,1
"109",8,45,4,1,11,-0.013727043402717,-0.693670065508347,1,1
"110",8,45,5,1,11,0.34444663768973,-0.693670065508347,1,1
"111",8,45,6,1,11,0.81390041207645,-0.693670065508347,1,1
"112",8,45,7,1,11,0.921229357695379,-0.693670065508347,1,1
"113",8,45,8,1,11,0.703192759714849,-0.693670065508347,1,1
"114",8,45,9,1,11,0.653733490206382,-0.693670065508347,1,1
"115",8,45,10,1,11,0.473560969747951,-0.693670065508347,1,1
"116",8,45,11,1,11,0.221532195211742,-0.693670065508347,1,1
"117",8,45,12,1,11,0.0732569412508261,-0.693670065508347,1,1
"118",8,45,13,1,11,0.140336949566268,-0.693670065508347,1,1
"119",8,45,14,1,11,0.182211842873955,-0.693670065508347,1,1
"120",8,45,15,1,11,0.430496443492237,-0.693670065508347,1,1
"121",9,45,1,2,11,-1.03131445404908,-1.60953214347223,1,1
"122",9,45,2,2,11,-0.916109317877697,-1.60953214347223,1,1
"123",9,45,3,2,11,-0.493219045024076,-1.60953214347223,1,1
"124",9,45,4,2,11,-0.266235027449337,-1.60953214347223,1,1
"125",9,45,5,2,11,0.120792846518087,-1.60953214347223,1,1
"126",9,45,6,2,11,0.425516020915154,-1.60953214347223,1,1
"127",9,45,7,2,11,0.606317853473835,-1.60953214347223,1,1
"128",9,45,8,2,11,0.46933665400539,-1.60953214347223,1,1
"129",9,45,9,2,11,0.444785091267671,-1.60953214347223,1,1
"130",9,45,10,2,11,0.47981027198198,-1.60953214347223,1,1
"131",9,45,11,2,11,0.445635361838674,-1.60953214347223,1,1
"132",9,45,12,2,11,0.305821791761997,-1.60953214347223,1,1
"133",9,45,13,2,11,0.376414760068163,-1.60953214347223,1,1
"134",9,45,14,2,11,0.366892102598615,-1.60953214347223,1,1
"135",9,45,15,2,11,0.2956987239331,-1.60953214347223,1,1
"136",10,45,1,1,11,-1.21029454461681,0.587554029104885,1,1
"137",10,45,2,1,11,-1.2557392690828,0.587554029104885,1,1
"138",10,45,3,1,11,-1.4637917140536,0.587554029104885,1,1
"139",10,45,4,1,11,-1.87215979441903,0.587554029104885,1,1
"140",10,45,5,1,11,-1.73838668819052,0.587554029104885,1,1
"141",10,45,6,1,11,-1.54125537202316,0.587554029104885,1,1
"142",10,45,7,1,11,-1.79152393730711,0.587554029104885,1,1
"143",10,45,8,1,11,-1.85887711368977,0.587554029104885,1,1
"144",10,45,9,1,11,-1.28318659979589,0.587554029104885,1,1
"145",10,45,10,1,11,-1.36235499432145,0.587554029104885,1,1
"146",10,45,11,1,11,-1.36395764247009,0.587554029104885,1,1
"147",10,45,12,1,11,-1.09367415545554,0.587554029104885,1,1
"148",10,45,13,1,11,-0.906769393995777,0.587554029104885,1,1
"149",10,45,14,1,11,-1.16236893200451,0.587554029104885,1,1
"150",10,45,15,1,11,-0.963643358516513,0.587554029104885,1,1
"151",11,45,1,1,11,-1.21029454461681,-1.75655878093191,1,1
"152",11,45,2,1,11,-1.2557392690828,-1.75655878093191,1,1
"153",11,45,3,1,11,-1.48479488886014,-1.75655878093191,1,1
"154",11,45,4,1,11,-1.87460618693911,-1.75655878093191,1,1
"155",11,45,5,1,11,-1.73994272062803,-1.75655878093191,1,1
"156",11,45,6,1,11,-1.54281140446066,-1.75655878093191,1,1
"157",11,45,7,1,11,-1.79307996974462,-1.75655878093191,1,1
"158",11,45,8,1,11,-1.83942997132074,-1.75655878093191,1,1
"159",11,45,9,1,11,-1.28229623971332,-1.75655878093191,1,1
"160",11,45,10,1,11,-1.36235499432145,-1.75655878093191,1,1
"161",11,45,11,1,11,-1.36395764247009,-1.75655878093191,1,1
"162",11,45,12,1,11,-1.09367415545554,-1.75655878093191,1,1
"163",11,45,13,1,11,-0.906769393995777,-1.75655878093191,1,1
"164",11,45,14,1,11,-1.16236893200451,-1.75655878093191,1,1
"165",11,45,15,1,11,-0.963643358516513,-1.75655878093191,1,1
"166",12,45,1,1,11,-1.52485456637644,0.879490639513921,1,1
"167",12,45,2,1,11,-1.75862676380587,0.879490639513921,1,1
"168",12,45,3,1,11,-1.76070116295113,0.879490639513921,1,1
"169",12,45,4,1,11,-1.26233725683608,0.879490639513921,1,1
"170",12,45,5,1,11,-1.41262537720357,0.879490639513921,1,1
"171",12,45,6,1,11,-1.42317824188908,0.879490639513921,1,1
"172",12,45,7,1,11,-1.23607676212835,0.879490639513921,1,1
"173",12,45,8,1,11,-1.16149535357794,0.879490639513921,1,1
"174",12,45,9,1,11,-1.34797684438065,0.879490639513921,1,1
"175",12,45,10,1,11,-1.09125386773369,0.879490639513921,1,1
"176",12,45,11,1,11,-1.13649907695605,0.879490639513921,1,1
"177",12,45,12,1,11,-1.30235311558392,0.879490639513921,1,1
"178",12,45,13,1,11,-1.06785371306087,0.879490639513921,1,1
"179",12,45,14,1,11,-0.948170671678388,0.879490639513921,1,1
"180",12,45,15,1,11,-1.26323507543244,0.879490639513921,1,1
"181",13,45,1,2,11,-1.52485456637644,0.266465815397382,1,1
"182",13,45,2,2,11,-1.75862676380587,0.266465815397382,1,1
"183",13,45,3,2,11,-1.76070116295113,0.266465815397382,1,1
"184",13,45,4,2,11,-1.26233725683608,0.266465815397382,1,1
"185",13,45,5,2,11,-1.41262537720357,0.266465815397382,1,1
"186",13,45,6,2,11,-1.42317824188908,0.266465815397382,1,1
"187",13,45,7,2,11,-1.23607676212835,0.266465815397382,1,1
"188",13,45,8,2,11,-1.16149535357794,0.266465815397382,1,1
"189",13,45,9,2,11,-1.34797684438065,0.266465815397382,1,1
"190",13,45,10,2,11,-1.09125386773369,0.266465815397382,1,1
"191",13,45,11,2,11,-1.13649907695605,0.266465815397382,1,1
"192",13,45,12,2,11,-1.30235311558392,0.266465815397382,1,1
"193",13,45,13,2,11,-1.06785371306087,0.266465815397382,1,1
"194",13,45,14,2,11,-0.948170671678388,0.266465815397382,1,1
"195",13,45,15,2,11,-1.26323507543244,0.266465815397382,1,1
"196",14,1,1,2,11,-0.78117454812784,1.27353489959318,1,1
"197",14,1,2,2,11,-0.793964034633346,1.27353489959318,1,1
"198",14,1,3,2,11,-1.14579331744106,1.27353489959318,1,1
"199",14,1,4,2,11,-1.32818008417815,1.27353489959318,1,1
"200",14,1,5,2,11,-1.28570757745378,1.27353489959318,1,1
"201",14,1,6,2,11,-1.09352871443682,1.27353489959318,1,1
"202",14,1,7,2,11,-1.37688511148054,1.27353489959318,1,1
"203",14,1,8,2,11,-1.27457294869337,1.27353489959318,1,1
"204",14,1,9,2,11,-0.909485225326186,1.27353489959318,1,1
"205",14,1,10,2,11,-0.885597470314952,1.27353489959318,1,1
"206",14,1,11,2,11,-0.878371102775647,1.27353489959318,1,1
"207",14,1,12,2,11,-0.653047536831343,1.27353489959318,1,1
"208",14,1,13,2,11,-0.470023067166005,1.27353489959318,1,1
"209",14,1,14,2,11,-0.614648310945477,1.27353489959318,1,1
"210",14,1,15,2,11,-0.566668624108262,1.27353489959318,1,1
"211",15,1,1,2,11,-0.78117454812784,-3.52529176113864,1,1
"212",15,1,2,2,11,-0.793964034633346,-3.52529176113864,1,1
"213",15,1,3,2,11,-1.14579331744106,-3.52529176113864,1,1
"214",15,1,4,2,11,-1.32818008417815,-3.52529176113864,1,1
"215",15,1,5,2,11,-1.28570757745378,-3.52529176113864,1,1
"216",15,1,6,2,11,-1.09352871443682,-3.52529176113864,1,1
"217",15,1,7,2,11,-1.37688511148054,-3.52529176113864,1,1
"218",15,1,8,2,11,-1.27457294869337,-3.52529176113864,1,1
"219",15,1,9,2,11,-0.909485225326186,-3.52529176113864,1,1
"220",15,1,10,2,11,-0.885597470314952,-3.52529176113864,1,1
"221",15,1,11,2,11,-0.878371102775647,-3.52529176113864,1,1
"222",15,1,12,2,11,-0.653047536831343,-3.52529176113864,1,1
"223",15,1,13,2,11,-0.470023067166005,-3.52529176113864,1,1
"224",15,1,14,2,11,-0.614648310945477,-3.52529176113864,1,1
"225",15,1,15,2,11,-0.566668624108262,-3.52529176113864,1,1
"226",16,22,1,1,13,-0.602325913865488,-0.490397304918704,1,1
"227",16,22,2,1,13,-0.503452125931238,-0.490397304918704,1,1
"228",16,22,3,1,13,-0.156103545277298,-0.490397304918704,1,1
"229",16,22,4,1,13,0.133225256676342,-0.490397304918704,1,1
"230",16,22,5,1,13,0.245757447971554,-0.490397304918704,1,0
"231",17,22,1,1,13,-0.968778545254546,0.304038861623771,1,1
"232",17,22,2,1,13,-0.768654500432661,0.304038861623771,1,1
"233",17,22,3,1,13,-0.559989525017618,0.304038861623771,1,1
"234",17,22,4,1,13,-0.569193331023039,0.304038861623771,1,1
"235",17,22,5,1,13,-0.551784227544592,0.304038861623771,1,1
"236",17,22,6,1,13,-0.866237965482844,0.304038861623771,1,1
"237",17,22,7,1,13,-0.82165842861542,0.304038861623771,1,1
"238",17,22,8,1,13,-0.603020487961318,0.304038861623771,1,1
"239",17,22,9,1,13,-0.631892394806525,0.304038861623771,1,1
"240",17,22,10,1,13,-0.74841209403176,0.304038861623771,1,1
"241",17,22,11,1,13,-0.375541411534383,0.304038861623771,1,1
"242",17,22,12,1,13,-0.425044499811312,0.304038861623771,1,1
"243",17,22,13,1,13,-0.532744506490833,0.304038861623771,1,1
"244",17,22,14,1,13,-0.474976452630633,0.304038861623771,1,1
"245",17,22,15,1,13,-0.566346975701468,0.304038861623771,1,1
"246",18,22,1,1,13,-0.968778545254546,0.359251146421958,1,1
"247",18,22,2,1,13,-0.768654500432661,0.359251146421958,1,1
"248",18,22,3,1,13,-0.559989525017618,0.359251146421958,1,1
"249",18,22,4,1,13,-0.569193331023039,0.359251146421958,1,1
"250",18,22,5,1,13,-0.551784227544592,0.359251146421958,1,1
"251",18,22,6,1,13,-0.866237965482844,0.359251146421958,1,1
"252",18,22,7,1,13,-0.82165842861542,0.359251146421958,1,1
"253",18,22,8,1,13,-0.603020487961318,0.359251146421958,1,1
"254",18,22,9,1,13,-0.631892394806525,0.359251146421958,1,1
"255",18,22,10,1,13,-0.74841209403176,0.359251146421958,1,1
"256",18,22,11,1,13,-0.35191283987703,0.359251146421958,1,1
"257",18,22,12,1,13,-0.401415928153959,0.359251146421958,1,1
"258",18,22,13,1,13,-0.507836799720085,0.359251146421958,1,1
"259",18,22,14,1,13,-0.450068745859884,0.359251146421958,1,1
"260",18,22,15,1,13,-0.606126958950992,0.359251146421958,1,1
"261",19,22,1,2,13,-0.968778545254546,-1.07233220247118,1,0
"262",20,22,1,1,13,-0.559989525017618,-0.278220851772731,1,1
"263",20,22,2,1,13,-0.569193331023039,-0.278220851772731,1,1
"264",20,22,3,1,13,-0.551784227544592,-0.278220851772731,1,1
"265",20,22,4,1,13,-0.866237965482844,-0.278220851772731,1,1
"266",20,22,5,1,13,-0.82165842861542,-0.278220851772731,1,1
"267",20,22,6,1,13,-0.603020487961318,-0.278220851772731,1,1
"268",20,22,7,1,13,-0.631892394806525,-0.278220851772731,1,1
"269",20,22,8,1,13,-0.74841209403176,-0.278220851772731,1,1
"270",20,22,9,1,13,-0.375541411534383,-0.278220851772731,1,1
"271",20,22,10,1,13,-0.425044499811312,-0.278220851772731,1,1
"272",20,22,11,1,13,-0.532744506490833,-0.278220851772731,1,1
"273",20,22,12,1,13,-0.474976452630633,-0.278220851772731,1,1
"274",20,22,13,1,13,-0.566346975701468,-0.278220851772731,1,1
"275",20,22,14,1,13,-0.66835893330896,-0.278220851772731,1,1
"276",20,22,15,1,13,-0.545849115203576,-0.278220851772731,1,1
"277",21,15,1,2,15,0.628988938424587,0.401102677614298,1,1
"278",21,15,2,2,15,0.622142022773877,0.401102677614298,1,1
"279",21,15,3,2,15,0.718414654027096,0.401102677614298,1,1
"280",21,15,4,2,15,0.786437232021578,0.401102677614298,1,1
"281",21,15,5,2,15,0.778124718412954,0.401102677614298,1,1
"282",21,15,6,2,15,0.850541293338509,0.401102677614298,1,1
"283",21,15,7,2,15,0.880575796019287,0.401102677614298,1,1
"284",21,15,8,2,15,1.0146463104848,0.401102677614298,1,1
"285",21,15,9,2,15,1.07548354276577,0.401102677614298,1,1
"286",21,15,10,2,15,1.25108399427662,0.401102677614298,1,1
"287",21,15,11,2,15,1.20152030557522,0.401102677614298,1,1
"288",21,15,12,2,15,1.04513205324931,0.401102677614298,1,1
"289",21,15,13,2,15,0.854134432352376,0.401102677614298,1,1
"290",21,15,14,2,15,0.836460551634713,0.401102677614298,1,1
"291",21,15,15,2,15,0.936014928951454,0.401102677614298,1,1
"292",22,15,1,2,15,0.628988938424587,0.91779808665921,1,1
"293",22,15,2,2,15,0.622142022773877,0.91779808665921,1,1
"294",22,15,3,2,15,0.718414654027096,0.91779808665921,1,1
"295",22,15,4,2,15,0.786437232021578,0.91779808665921,1,1
"296",22,15,5,2,15,0.778124718412954,0.91779808665921,1,1
"297",22,15,6,2,15,0.850541293338509,0.91779808665921,1,1
"298",22,15,7,2,15,0.880575796019287,0.91779808665921,1,1
"299",22,15,8,2,15,1.0146463104848,0.91779808665921,1,1
"300",22,15,9,2,15,1.07548354276577,0.91779808665921,1,1
"301",22,15,10,2,15,1.25108399427662,0.91779808665921,1,1
"302",22,15,11,2,15,1.20152030557522,0.91779808665921,1,1
"303",22,15,12,2,15,1.04513205324931,0.91779808665921,1,1
"304",22,15,13,2,15,0.854134432352376,0.91779808665921,1,1
"305",22,15,14,2,15,0.836460551634713,0.91779808665921,1,1
"306",22,15,15,2,15,0.936014928951454,0.91779808665921,1,1
"307",23,15,1,2,15,0.855993466912223,0.359993823486894,1,0
"308",24,15,1,2,15,0.835965492782517,-0.378488099644055,1,1
"309",24,15,2,2,15,0.85907569773211,-0.378488099644055,1,1
"310",24,15,3,2,15,1.03160230925107,-0.378488099644055,1,1
"311",24,15,4,2,15,1.09660139222169,-0.378488099644055,1,1
"312",24,15,5,2,15,0.964707831465923,-0.378488099644055,1,1
"313",24,15,6,2,15,0.946902494442875,-0.378488099644055,1,1
"314",24,15,7,2,15,1.08149883412993,-0.378488099644055,1,1
"315",24,15,8,2,15,1.19095252386215,-0.378488099644055,1,1
"316",24,15,9,2,15,1.1090692303204,-0.378488099644055,1,1
"317",24,15,10,2,15,1.21991113593006,-0.378488099644055,1,1
"318",24,15,11,2,15,1.3473920534703,-0.378488099644055,1,1
"319",24,15,12,2,15,1.29276776316867,-0.378488099644055,1,1
"320",24,15,13,2,15,1.22033067733022,-0.378488099644055,1,1
"321",24,15,14,2,15,1.39748343202168,-0.378488099644055,1,1
"322",24,15,15,2,15,1.53728954358458,-0.378488099644055,1,1
"323",25,15,1,1,15,0.835965492782517,0.0149747455494622,1,1
"324",25,15,2,1,15,0.85907569773211,0.0149747455494622,1,1
"325",25,15,3,1,15,1.03160230925107,0.0149747455494622,1,1
"326",25,15,4,1,15,1.09044811835259,0.0149747455494622,1,1
"327",25,15,5,1,15,0.958554557596821,0.0149747455494622,1,1
"328",25,15,6,1,15,0.940749220573773,0.0149747455494622,1,1
"329",25,15,7,1,15,1.07534556026083,0.0149747455494622,1,1
"330",25,15,8,1,15,1.18479924999305,0.0149747455494622,1,1
"331",25,15,9,1,15,1.10411677717,0.0149747455494622,1,1
"332",25,15,10,1,15,1.23802973053189,0.0149747455494622,1,1
"333",25,15,11,1,15,1.36551064807213,0.0149747455494622,1,1
"334",25,15,12,1,15,1.31088635777051,0.0149747455494622,1,1
"335",25,15,13,1,15,1.22722793794895,0.0149747455494622,1,1
"336",25,15,14,1,15,1.41136092922495,0.0149747455494622,1,1
"337",25,15,15,1,15,1.5280959930356,0.0149747455494622,1,1
"338",26,15,1,1,15,0.835965492782517,0.38546605774547,1,1
"339",26,15,2,1,15,0.85907569773211,0.38546605774547,1,1
"340",26,15,3,1,15,1.03160230925107,0.38546605774547,1,1
"341",26,15,4,1,15,1.09044811835259,0.38546605774547,1,1
"342",26,15,5,1,15,0.976872667442294,0.38546605774547,1,1
"343",26,15,6,1,15,0.959067330419246,0.38546605774547,1,1
"344",26,15,7,1,15,1.0936636701063,0.38546605774547,1,1
"345",26,15,8,1,15,1.20311735983852,0.38546605774547,1,1
"346",26,15,9,1,15,1.12243488701547,0.38546605774547,1,1
"347",26,15,10,1,15,1.24546773339973,0.38546605774547,1,1
"348",26,15,11,1,15,1.37294865093997,0.38546605774547,1,1
"349",26,15,12,1,15,1.3391634481417,0.38546605774547,1,1
"350",26,15,13,1,15,1.25550502832014,0.38546605774547,1,1
"351",26,15,14,1,15,1.42956809367794,0.38546605774547,1,1
"352",26,15,15,1,15,1.53886515462076,0.38546605774547,1,1
"353",27,15,1,2,15,0.99008262766219,-0.664119403427542,1,1
"354",27,15,2,2,15,1.13183914057875,-0.664119403427542,1,1
"355",27,15,3,2,15,1.26942820892032,-0.664119403427542,1,1
"356",27,15,4,2,15,1.18706570586816,-0.664119403427542,1,1
"357",27,15,5,2,15,1.33279667431563,-0.664119403427542,1,1
"358",27,15,6,2,15,1.45717485012309,-0.664119403427542,1,1
"359",27,15,7,2,15,1.43687464024038,-0.664119403427542,1,1
"360",27,15,8,2,15,1.36131709869892,-0.664119403427542,1,1
"361",27,15,9,2,15,1.52102905122836,-0.664119403427542,1,1
"362",27,15,10,2,15,1.59191476620042,-0.664119403427542,1,1
"363",27,15,11,2,15,1.62729795557621,-0.664119403427542,1,1
"364",27,15,12,2,15,1.57716182594214,-0.664119403427542,1,1
"365",27,15,13,2,15,1.50276408329358,-0.664119403427542,1,1
"366",27,15,14,2,15,1.48883997037918,-0.664119403427542,1,1
"367",27,15,15,2,15,1.38667138398229,-0.664119403427542,1,1
"368",28,15,1,1,15,0.727014320416278,-0.738956753542614,1,1
"369",28,15,3,1,15,1.07146340383796,-0.738956753542614,2,1
"370",28,15,4,1,15,1.16352570406196,-0.738956753542614,1,1
"371",28,15,5,1,15,1.13021411688877,-0.738956753542614,1,1
"372",28,15,6,1,15,1.29887908289776,-0.738956753542614,1,1
"373",28,15,7,1,15,1.45717485012309,-0.738956753542614,1,1
"374",28,15,8,1,15,1.43687464024038,-0.738956753542614,1,1
"375",28,15,9,1,15,1.36131709869892,-0.738956753542614,1,1
"376",28,15,10,1,15,1.52102905122836,-0.738956753542614,1,1
"377",28,15,11,1,15,1.59191476620042,-0.738956753542614,1,1
"378",28,15,12,1,15,1.62729795557621,-0.738956753542614,1,1
"379",28,15,13,1,15,1.57716182594214,-0.738956753542614,1,1
"380",28,15,14,1,15,1.50276408329358,-0.738956753542614,1,1
"381",28,15,15,1,15,1.48883997037918,-0.738956753542614,1,1
"382",29,15,1,1,15,0.99008262766219,1.63716369571628,1,1
"383",29,15,2,1,15,1.13183914057875,1.63716369571628,1,1
"384",29,15,3,1,15,1.26942820892032,1.63716369571628,1,1
"385",29,15,4,1,15,1.18706570586816,1.63716369571628,1,1
"386",29,15,5,1,15,1.33279667431563,1.63716369571628,1,1
"387",29,15,6,1,15,1.45717485012309,1.63716369571628,1,1
"388",29,15,7,1,15,1.43687464024038,1.63716369571628,1,1
"389",29,15,8,1,15,1.36131709869892,1.63716369571628,1,1
"390",29,15,9,1,15,1.52102905122836,1.63716369571628,1,1
"391",29,15,10,1,15,1.59191476620042,1.63716369571628,1,1
"392",29,15,11,1,15,1.62729795557621,1.63716369571628,1,1
"393",29,15,12,1,15,1.57716182594214,1.63716369571628,1,1
"394",29,15,13,1,15,1.50276408329358,1.63716369571628,1,1
"395",29,15,14,1,15,1.48883997037918,1.63716369571628,1,1
"396",29,15,15,1,15,1.38667138398229,1.63716369571628,1,1
"397",30,15,1,1,15,0.995059320982382,-1.66860301961319,1,1
"398",30,15,2,1,15,0.99008262766219,-1.66860301961319,1,1
"399",30,15,3,1,15,1.13183914057875,-1.66860301961319,1,1
"400",30,15,4,1,15,1.26942820892032,-1.66860301961319,1,1
"401",30,15,5,1,15,1.18706570586816,-1.66860301961319,1,1
"402",30,15,6,1,15,1.33279667431563,-1.66860301961319,1,1
"403",30,15,7,1,15,1.45717485012309,-1.66860301961319,1,1
"404",30,15,8,1,15,1.43687464024038,-1.66860301961319,1,1
"405",30,15,9,1,15,1.36131709869892,-1.66860301961319,1,1
"406",30,15,10,1,15,1.52102905122836,-1.66860301961319,1,1
"407",30,15,11,1,15,1.59191476620042,-1.66860301961319,1,1
